Date,Product,Entity,Campaign Id,Ad Group Id,Keyword Id (Read only),Product Targeting Id (Read only),Keyword Text,Product Targeting Expression,Campaign,Ad Group,Product Name,AG Type,Match Type,Bid,Flag,Flag Type,Flag Text,Reco. Bid,Skip?,Override Bid,Will Set Bid to:,Notes
Jul-21-2022,Sponsored Brands,Keyword,196297977829354,,233159916613400,,laundry detergent for dry fit,,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent,KW Exact,exact,2.5,0101,Stale,Low Data - Raise Bid or Kill,2.62,False,,2.62,
Jul-21-2022,Sponsored Brands,Keyword,196297977829354,,191565059914603,,sport laundry,,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent,KW Exact,exact,2.39,0101,Stale,Low Data - Raise Bid or Kill,2.51,False,,2.51,
Jul-21-2022,Sponsored Brands,Keyword,196297977829354,,171387345189380,,activewear laundry,,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent,KW Exact,exact,2.5,0101,Stale,Low Data - Raise Bid or Kill,2.62,False,,2.62,
Jul-21-2022,Sponsored Brands,Keyword,196297977829354,,200059013395129,,athletic wear wash,,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent,KW Exact,exact,2.5,0101,Stale,Low Data - Raise Bid or Kill,2.62,False,,2.62,
Jul-21-2022,Sponsored Brands,Keyword,196297977829354,,252494506352311,,stinky laundry,,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent,KW Exact,exact,2.5,0101,Stale,Low Data - Raise Bid or Kill,2.62,False,,2.62,
Jul-21-2022,Sponsored Brands,Keyword,196297977829354,,192287286461171,,active clothes detergent,,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent,KW Exact,exact,3.33,0101,Stale,Low Data - Raise Bid or Kill,3.5,False,,3.5,
Jul-21-2022,Sponsored Brands,Keyword,196297977829354,,128815214929006,,exercise detergent,,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent,KW Exact,exact,2.5,0101,Stale,Low Data - Raise Bid or Kill,2.62,False,,2.62,
Jul-21-2022,Sponsored Brands,Keyword,196297977829354,,236965097454734,,stinky towels,,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent,KW Exact,exact,2.5,0101,Stale,Low Data - Raise Bid or Kill,2.62,False,,2.62,
Jul-21-2022,Sponsored Brands,Keyword,196297977829354,,119236153937243,,unscented sports detergent,,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent,KW Exact,exact,2.5,0101,Stale,Low Data - Raise Bid or Kill,2.62,False,,2.62,
Jul-21-2022,Sponsored Brands,Keyword,196297977829354,,55605905236042,,deodorizer detergent,,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent,KW Exact,exact,2.5,0101,Stale,Low Data - Raise Bid or Kill,2.62,False,,2.62,
Jul-21-2022,Sponsored Brands,Keyword,196297977829354,,40215952549169,,laundry detergent gym,,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent,KW Exact,exact,3.33,0101,Stale,Low Data - Raise Bid or Kill,3.5,False,,3.5,
Jul-21-2022,Sponsored Brands,Keyword,196297977829354,,46454126982544,,enzyme for clothes,,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent,KW Exact,exact,0.9,0101,Stale,Low Data - Raise Bid or Kill,0.94,False,,0.94,
Jul-21-2022,Sponsored Brands,Keyword,196297977829354,,153585274192334,,odor laundry,,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent,KW Exact,exact,2.26,0101,Stale,Low Data - Raise Bid or Kill,2.37,False,,2.37,
Jul-21-2022,Sponsored Brands,Keyword,196297977829354,,25837219619729,,running clothes detergent,,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent,KW Exact,exact,2.5,0101,Stale,Low Data - Raise Bid or Kill,2.62,False,,2.62,
Jul-21-2022,Sponsored Brands,Keyword,196297977829354,,26261517165296,,smelly gym clothes,,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent,KW Exact,exact,3.33,0101,Stale,Low Data - Raise Bid or Kill,3.5,False,,3.5,
Jul-21-2022,Sponsored Brands,Keyword,196297977829354,,43845017801635,,athletic gear laundry detergent,,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent,KW Exact,exact,2.5,0101,Stale,Low Data - Raise Bid or Kill,2.62,False,,2.62,
Jul-21-2022,Sponsored Brands,Keyword,196297977829354,,212369334520092,,laundry sport detergent,,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent,KW Exact,exact,2.5,0101,Stale,Low Data - Raise Bid or Kill,2.62,False,,2.62,
Jul-21-2022,Sponsored Brands,Keyword,196297977829354,,67015899253679,,exercise clothing detergent,,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent,KW Exact,exact,2.5,0101,Stale,Low Data - Raise Bid or Kill,2.62,False,,2.62,
Jul-21-2022,Sponsored Brands,Keyword,196297977829354,,116025300922121,,exercise laundry detergent,,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent,KW Exact,exact,2.0,0101,Stale,Low Data - Raise Bid or Kill,2.1,False,,2.1,
Jul-21-2022,Sponsored Brands,Keyword,196297977829354,,71055127883253,,gym clothes cleaner,,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent,KW Exact,exact,2.5,0101,Stale,Low Data - Raise Bid or Kill,2.62,False,,2.62,
Jul-21-2022,Sponsored Brands,Keyword,196297977829354,,3089799661986,,performance detergent,,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent,KW Exact,exact,2.0,0101,Stale,Low Data - Raise Bid or Kill,2.1,False,,2.1,
Jul-21-2022,Sponsored Brands,Keyword,196297977829354,,210323714013944,,athletic gear detergent,,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent,KW Exact,exact,2.5,0101,Stale,Low Data - Raise Bid or Kill,2.62,False,,2.62,
Jul-21-2022,Sponsored Brands,Keyword,196297977829354,,251648441846643,,workout clothes wash,,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent,KW Exact,exact,2.5,0101,Stale,Low Data - Raise Bid or Kill,2.62,False,,2.62,
Jul-21-2022,Sponsored Brands,Keyword,196297977829354,,221733186823224,,active wear detergent laundry,,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent,KW Exact,exact,1.31,0101,Stale,Low Data - Raise Bid or Kill,1.38,False,,1.38,
Jul-21-2022,Sponsored Brands,Keyword,196297977829354,,189359492165431,,active clothing detergent,,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent,KW Exact,exact,2.5,0101,Stale,Low Data - Raise Bid or Kill,2.62,False,,2.62,
Jul-21-2022,Sponsored Brands,Keyword,196297977829354,,276231141850573,,enzyme powder,,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent,KW Exact,exact,2.69,0101,Stale,Low Data - Raise Bid or Kill,2.82,False,,2.82,
Jul-21-2022,Sponsored Brands,Keyword,196297977829354,,152450901347858,,gym detergent,,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent,KW Exact,exact,2.5,0101,Stale,Low Data - Raise Bid or Kill,2.62,False,,2.62,
Jul-21-2022,Sponsored Brands,Keyword,196297977829354,,96633245340522,,athletic clothes wash,,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent,KW Exact,exact,2.5,0101,Stale,Low Data - Raise Bid or Kill,2.62,False,,2.62,
Jul-21-2022,Sponsored Brands,Keyword,196297977829354,,104402716612982,,laundry athletic,,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent,KW Exact,exact,2.5,0101,Stale,Low Data - Raise Bid or Kill,2.62,False,,2.62,
Jul-21-2022,Sponsored Brands,Keyword,196297977829354,,120126314312098,,sweat laundry remover,,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent,KW Exact,exact,2.5,0101,Stale,Low Data - Raise Bid or Kill,2.62,False,,2.62,
Jul-21-2022,Sponsored Brands,Keyword,196297977829354,,26756552241128,,active wear wash,,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent,KW Exact,exact,2.5,0101,Stale,Low Data - Raise Bid or Kill,2.62,False,,2.62,
Jul-21-2022,Sponsored Brands,Keyword,196297977829354,,242808365378020,,detergent athletic wear,,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent,KW Exact,exact,2.5,0101,Stale,Low Data - Raise Bid or Kill,2.62,False,,2.62,
Jul-21-2022,Sponsored Brands,Keyword,196297977829354,,192235152552790,,detergent sports clothes,,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent,KW Exact,exact,2.5,0101,Stale,Low Data - Raise Bid or Kill,2.62,False,,2.62,
Jul-21-2022,Sponsored Brands,Keyword,196297977829354,,84810465477693,,laundry detergent for sports clothes,,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent,KW Exact,exact,2.5,0101,Stale,Low Data - Raise Bid or Kill,2.62,False,,2.62,
Jul-21-2022,Sponsored Brands,Keyword,196297977829354,,90190648714415,,laundry enzyme odor remover,,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent,KW Exact,exact,2.5,0101,Stale,Low Data - Raise Bid or Kill,2.62,False,,2.62,
Jul-21-2022,Sponsored Brands,Keyword,196297977829354,,210378224785335,,laundry detergent sweat,,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent,KW Exact,exact,2.5,0101,Stale,Low Data - Raise Bid or Kill,2.62,False,,2.62,
Jul-21-2022,Sponsored Brands,Keyword,196297977829354,,108230861775506,,laundry detergent odor removal,,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent,KW Exact,exact,2.5,0101,Stale,Low Data - Raise Bid or Kill,2.62,False,,2.62,
Jul-21-2022,Sponsored Brands,Keyword,196297977829354,,141136247082870,,sportswear laundry detergent,,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent,KW Exact,exact,2.5,0101,Stale,Low Data - Raise Bid or Kill,2.62,False,,2.62,
Jul-21-2022,Sponsored Brands,Keyword,196297977829354,,134637987004311,,athlete laundry detergent,,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent,KW Exact,exact,2.33,0101,Stale,Low Data - Raise Bid or Kill,2.45,False,,2.45,
Jul-21-2022,Sponsored Brands,Keyword,196297977829354,,236389657864992,,natural laundry odor eliminator,,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent,KW Exact,exact,2.5,0101,Stale,Low Data - Raise Bid or Kill,2.62,False,,2.62,
Jul-21-2022,Sponsored Brands,Keyword,196297977829354,,39436092601282,,anti odor detergent,,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent,KW Exact,exact,2.0,0101,Stale,Low Data - Raise Bid or Kill,2.1,False,,2.1,
Jul-21-2022,Sponsored Brands,Keyword,196297977829354,,22822977733854,,enzyme odor remover laundry,,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent,KW Exact,exact,2.5,0101,Stale,Low Data - Raise Bid or Kill,2.62,False,,2.62,
Jul-21-2022,Sponsored Brands,Keyword,196297977829354,,236739024323075,,sports washing detergent,,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent,KW Exact,exact,2.5,0101,Stale,Low Data - Raise Bid or Kill,2.62,False,,2.62,
Jul-21-2022,Sponsored Brands,Keyword,196297977829354,,17264624112406,,athletic clothing wash,,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent,KW Exact,exact,2.5,0101,Stale,Low Data - Raise Bid or Kill,2.62,False,,2.62,
Jul-21-2022,Sponsored Brands,Keyword,196297977829354,,116541614734942,,athletic clothes detergent,,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent,KW Exact,exact,3.33,0101,Stale,Low Data - Raise Bid or Kill,3.5,False,,3.5,
Jul-21-2022,Sponsored Brands,Keyword,196297977829354,,33899781648326,,laundry soap workout,,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent,KW Exact,exact,2.5,0101,Stale,Low Data - Raise Bid or Kill,2.62,False,,2.62,
Jul-21-2022,Sponsored Brands,Keyword,196297977829354,,18814629848842,,odor defense laundry,,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent,KW Exact,exact,2.0,0101,Stale,Low Data - Raise Bid or Kill,2.1,False,,2.1,
Jul-21-2022,Sponsored Brands,Keyword,196297977829354,,46751337507880,,sport clothes detergent,,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent,KW Exact,exact,2.5,0101,Stale,Low Data - Raise Bid or Kill,2.62,False,,2.62,
Jul-21-2022,Sponsored Brands,Keyword,196297977829354,,50831193301030,,workout clothes cleaner,,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent,KW Exact,exact,3.33,0101,Stale,Low Data - Raise Bid or Kill,3.5,False,,3.5,
Jul-21-2022,Sponsored Brands,Keyword,196297977829354,,194916361775479,,enzyme laundry detergent,,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent,KW Exact,exact,1.53,0101,Stale,Low Data - Raise Bid or Kill,1.61,False,,1.61,
Jul-21-2022,Sponsored Brands,Keyword,196297977829354,,84183790966726,,enzyme laundry soap,,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent,KW Exact,exact,2.5,0101,Stale,Low Data - Raise Bid or Kill,2.62,False,,2.62,
Jul-21-2022,Sponsored Brands,Keyword,196297977829354,,163647428116366,,enzyme powder laundry,,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent,KW Exact,exact,2.5,0101,Stale,Low Data - Raise Bid or Kill,2.62,False,,2.62,
Jul-21-2022,Sponsored Brands,Keyword,196297977829354,,82471473034691,,athletic laundry,,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent,KW Exact,exact,2.5,0101,Stale,Low Data - Raise Bid or Kill,2.62,False,,2.62,
Jul-21-2022,Sponsored Brands,Keyword,196297977829354,,84682592596002,,detergent smelly clothes,,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent,KW Exact,exact,3.33,0101,Stale,Low Data - Raise Bid or Kill,3.5,False,,3.5,
Jul-21-2022,Sponsored Brands,Keyword,196297977829354,,58594724076044,,workout clothes laundry soap,,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent,KW Exact,exact,2.0,0101,Stale,Low Data - Raise Bid or Kill,2.1,False,,2.1,
Jul-21-2022,Sponsored Brands,Keyword,196297977829354,,5669740306861,,powder sports detergent,,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent,KW Exact,exact,2.5,0101,Stale,Low Data - Raise Bid or Kill,2.62,False,,2.62,
Jul-21-2022,Sponsored Brands,Keyword,196297977829354,,165798637891541,,sport detergent odor,,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent,KW Exact,exact,2.5,0101,Stale,Low Data - Raise Bid or Kill,2.62,False,,2.62,
Jul-21-2022,Sponsored Brands,Keyword,196297977829354,,238686254863391,,sports wash detergent,,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent,KW Exact,exact,2.5,0101,Stale,Low Data - Raise Bid or Kill,2.62,False,,2.62,
Jul-21-2022,Sponsored Brands,Keyword,196297977829354,,159246101571953,,workout clothes detergent he,,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent,KW Exact,exact,2.5,0101,Stale,Low Data - Raise Bid or Kill,2.62,False,,2.62,
Jul-21-2022,Sponsored Brands,Keyword,196297977829354,,197248347142927,,activewear detergent he,,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent,KW Exact,exact,2.5,0101,Stale,Low Data - Raise Bid or Kill,2.62,False,,2.62,
Jul-21-2022,Sponsored Brands,Keyword,196297977829354,,238114943449821,,laundry sweat,,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent,KW Exact,exact,3.33,0101,Stale,Low Data - Raise Bid or Kill,3.5,False,,3.5,
Jul-21-2022,Sponsored Brands,Keyword,196297977829354,,9066672829875,,workout clothes laundry,,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent,KW Exact,exact,2.5,0101,Stale,Low Data - Raise Bid or Kill,2.62,False,,2.62,
Jul-21-2022,Sponsored Brands,Keyword,196297977829354,,87563511744378,,workout laundry soap,,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent,KW Exact,exact,2.5,0101,Stale,Low Data - Raise Bid or Kill,2.62,False,,2.62,
Jul-21-2022,Sponsored Brands,Keyword,196297977829354,,241078317256056,,gym clothing detergent,,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent,KW Exact,exact,2.5,0101,Stale,Low Data - Raise Bid or Kill,2.62,False,,2.62,
Jul-21-2022,Sponsored Brands,Keyword,196297977829354,,183261792557338,,laundry soap for gym clothes,,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent,KW Exact,exact,2.5,0101,Stale,Low Data - Raise Bid or Kill,2.62,False,,2.62,
Jul-21-2022,Sponsored Brands,Keyword,196297977829354,,192528248265673,,detergent for sweaty gym clothes,,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent,KW Exact,exact,2.0,0101,Stale,Low Data - Raise Bid or Kill,2.1,False,,2.1,
Jul-21-2022,Sponsored Brands,Keyword,196297977829354,,207019657066644,,gym clothes detergent,,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent,KW Exact,exact,2.5,0101,Stale,Low Data - Raise Bid or Kill,2.62,False,,2.62,
Jul-21-2022,Sponsored Brands,Keyword,196297977829354,,226756654940390,,antibacterial detergent laundry sports,,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent,KW Exact,exact,2.5,0101,Stale,Low Data - Raise Bid or Kill,2.62,False,,2.62,
Jul-21-2022,Sponsored Brands,Keyword,196297977829354,,201620072036547,,enzyme laundry additive,,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent,KW Exact,exact,2.5,0101,Stale,Low Data - Raise Bid or Kill,2.62,False,,2.62,
Jul-21-2022,Sponsored Brands,Keyword,196297977829354,,212868210087245,,laundry enzyme presoak,,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent,KW Exact,exact,1.33,0101,Stale,Low Data - Raise Bid or Kill,1.4,False,,1.4,
Jul-21-2022,Sponsored Brands,Keyword,196297977829354,,220162382034189,,laundry odor enzyme,,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent,KW Exact,exact,2.5,0101,Stale,Low Data - Raise Bid or Kill,2.62,False,,2.62,
Jul-21-2022,Sponsored Brands,Keyword,196297977829354,,116638035621192,,laundry for sports clothes,,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent,KW Exact,exact,2.5,0101,Stale,Low Data - Raise Bid or Kill,2.62,False,,2.62,
Jul-21-2022,Sponsored Brands,Keyword,196297977829354,,225294098862421,,laundry soap for sports clothes,,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent,KW Exact,exact,2.5,0101,Stale,Low Data - Raise Bid or Kill,2.62,False,,2.62,
Jul-21-2022,Sponsored Brands,Keyword,196297977829354,,139744468873357,,activewear laundry soap,,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent,KW Exact,exact,3.33,0101,Stale,Low Data - Raise Bid or Kill,3.5,False,,3.5,
Jul-21-2022,Sponsored Brands,Keyword,196297977829354,,19192685042756,,sport laundry wash,,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent,KW Exact,exact,2.5,0101,Stale,Low Data - Raise Bid or Kill,2.62,False,,2.62,
Jul-21-2022,Sponsored Brands,Keyword,196297977829354,,111106181208229,,laundry workout clothes,,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent,KW Exact,exact,2.75,0101,Stale,Low Data - Raise Bid or Kill,2.89,False,,2.89,
Jul-21-2022,Sponsored Brands,Keyword,196297977829354,,149836832817235,,laundry detergent odor remover,,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent,KW Exact,exact,1.82,0101,Stale,Low Data - Raise Bid or Kill,1.91,False,,1.91,
Jul-21-2022,Sponsored Brands,Keyword,196297977829354,,138486584565355,,active wash detergent,,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent,KW Exact,exact,2.75,0101,Stale,Low Data - Raise Bid or Kill,2.89,False,,2.89,
Jul-21-2022,Sponsored Brands,Keyword,196297977829354,,273680347012126,,sports clothes laundry detergent,,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent,KW Exact,exact,2.5,0101,Stale,Low Data - Raise Bid or Kill,2.62,False,,2.62,
Jul-21-2022,Sponsored Brands,Keyword,196297977829354,,14267395097088,,laundry soap workout clothes,,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent,KW Exact,exact,2.5,0101,Stale,Low Data - Raise Bid or Kill,2.62,False,,2.62,
Jul-21-2022,Sponsored Brands,Keyword,196297977829354,,198705269989149,,odor detergent laundry,,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent,KW Exact,exact,1.53,0101,Stale,Low Data - Raise Bid or Kill,1.61,False,,1.61,
Jul-21-2022,Sponsored Brands,Keyword,196297977829354,,254702136498494,,odor removing laundry detergent,,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent,KW Exact,exact,2.5,0101,Stale,Low Data - Raise Bid or Kill,2.62,False,,2.62,
Jul-21-2022,Sponsored Brands,Keyword,196297977829354,,59316448300789,,gym clothes laundry detergent,,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent,KW Exact,exact,3.66,0101,Stale,Low Data - Raise Bid or Kill,3.84,False,,3.84,
Jul-21-2022,Sponsored Brands,Keyword,196297977829354,,277961359307545,,athletic washing detergent,,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent,KW Exact,exact,2.5,0101,Stale,Low Data - Raise Bid or Kill,2.62,False,,2.62,
Jul-21-2022,Sponsored Brands,Keyword,196297977829354,,83382885736958,,enzyme cleaner detergent,,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent,KW Exact,exact,2.5,0101,Stale,Low Data - Raise Bid or Kill,2.62,False,,2.62,
Jul-21-2022,Sponsored Brands,Keyword,196297977829354,,30028392191938,,enzyme washing detergent,,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent,KW Exact,exact,2.5,0101,Stale,Low Data - Raise Bid or Kill,2.62,False,,2.62,
Jul-21-2022,Sponsored Brands,Keyword,196297977829354,,203959084047622,,best laundry detergent for sweat odor,,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent,KW Exact,exact,2.5,0101,Stale,Low Data - Raise Bid or Kill,2.62,False,,2.62,
Jul-21-2022,Sponsored Brands,Keyword,196297977829354,,199066719901816,,workout wear detergent,,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent,KW Exact,exact,2.5,0101,Stale,Low Data - Raise Bid or Kill,2.62,False,,2.62,
Jul-21-2022,Sponsored Brands,Keyword,196297977829354,,252953351476028,,sport clothes washing detergent,,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent,KW Exact,exact,2.5,0101,Stale,Low Data - Raise Bid or Kill,2.62,False,,2.62,
Jul-21-2022,Sponsored Brands,Keyword,196297977829354,,1071898893274,,laundry detergent for smelly gym clothes,,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent - SBV - KW - Main Video - KW Exact,Active Detergent,KW Exact,exact,2.5,0101,Stale,Low Data - Raise Bid or Kill,2.62,False,,2.62,
