Date,Customer Search Term,Search Term Impression Rank,Search Term Impression Share,Targeting,Match Type,Campaign Name,Currency,Clicks,Impressions,Click-Thru Rate (CTR),Spend,Cost Per Click (CPC),14 Day Total Orders (#),"14 Day Total Sales ","Total Advertising Cost of Sales (ACOS) ",Total Return on Advertising Spend (ROAS),14 Day Conversion Rate
"Jul 17, 2022",washing machine cleaner,2,8.74%,washing machine cleaner,EXACT,Washing Machine Cleaner - SB - KW - Main - KW Exact - Main - Set 1,USD,1,628,0.1592%,$2.91,$2.91,0,$0.0,,0.00,0.0000%
"Jul 17, 2022",washing machine cleaner,2,8.74%,washing machine cleaners,EXACT,Washing Machine Cleaner - SB - KW - Main - KW Exact - Main - Set 1,USD,1,149,0.6711%,$2.73,$2.73,0,$0.0,,0.00,0.0000%
"Jul 17, 2022",7 inch springform pan,1,100.00%,7 inch springform pan,EXACT,Cakeware Pans - SB - KW - Store Spotlight - KW Exact - Specific V2,USD,2,746,0.2681%,$1.73,$0.865,0,$0.0,,0.00,0.0000%
"Jul 17, 2022",instapot accessory,1,59.10%,instapot and accessories,EXACT,InstaExtras - SB - KW - Store Spotlight - KW Exact - General IP Terms,USD,4,419,0.9547%,$2.45,$0.6125,1,$17.99,13.6187%,7.34,25.0000%
"Jul 17, 2022",ninja foodi accessories,2,36.09%,ninja foodi accessories,EXACT,InstaExtras - SB - KW - Store Spotlight - KW Exact - General IP Terms,USD,2,384,0.5208%,$1.47,$0.735,0,$0.0,,0.00,0.0000%
"Jul 17, 2022",oxiclean,2,6.70%,oxiclean,EXACT,Washing Machine Cleaner - SB - KW - Comp - KW Exact - Comp Terms (2),USD,1,381,0.2625%,$0.86,$0.86,0,$0.0,,0.00,0.0000%
"Jul 17, 2022",cake pans,3,12.47%,cake pan,EXACT,Cakeware Pans - SB - KW - Store Spotlight - KW Exact - General V2,USD,2,302,0.6623%,$1.18,$0.59,0,$0.0,,0.00,0.0000%
"Jul 17, 2022",springform pan 9 inch nonstick,1,85.97%,springform pan 9 inch nonstick,EXACT,Cakeware Pans - SB - KW - Store Spotlight - KW Exact - Specific V2,USD,5,190,2.6316%,$4.67,$0.934,2,$41.9,11.1456%,8.97,40.0000%
"Jul 17, 2022",round cake pans,1,73.64%,round cake pans,EXACT,Cakeware Pans - SB - KW - Store Spotlight - KW Exact - General V2,USD,4,162,2.4691%,$1.68,$0.42,0,$0.0,,0.00,0.0000%
"Jul 17, 2022",spring forms for baking,1,100.00%,spring form for baking,EXACT,Cakeware Pans - SB - KW - Store Spotlight - KW Exact - General V2,USD,1,123,0.8130%,$0.58,$0.58,0,$0.0,,0.00,0.0000%
"Jul 17, 2022",active washing machine cleaner tablets,2,36.92%,active washing machine cleaner tablets,EXACT,Washing Machine Cleaner - SB - KW - Main - KW Exact - Main - Set 1,USD,1,96,1.0417%,$0.97,$0.97,0,$0.0,,0.00,0.0000%
"Jul 17, 2022",pressure cooker accessories,1,65.97%,pressure cooker accessories,EXACT,InstaExtras - SB - KW - Store Spotlight - KW Exact - General IP Terms,USD,2,95,2.1053%,$0.64,$0.32,0,$0.0,,0.00,0.0000%
"Jul 17, 2022",splash spotless for washer,2,23.05%,wash machine cleaner tablets for high efficiency,BROAD,Washing Machine Cleaner - SB - KW - Main - KW Broad - HE (2),USD,1,68,1.4706%,$1.0,$1.0,0,$0.0,,0.00,0.0000%
"Jul 17, 2022",smash cake pans,1,100.00%,smash cake pan,EXACT,Cakeware Pans - SB - KW - Store Spotlight - KW Exact - Specific V2,USD,3,67,4.4776%,$1.6,$0.5333,1,$20.95,7.6372%,13.09,33.3333%
"Jul 17, 2022",9 inch springform pan,1,94.12%,9 inch springform pan,EXACT,Cakeware Pans - SB - KW - Store Spotlight - KW Exact - Specific V2,USD,1,64,1.5625%,$0.89,$0.89,0,$0.0,,0.00,0.0000%
"Jul 17, 2022",instant pot accessories 6 qt only,1,71.25%,instant pot accessories 6 qt only,EXACT,InstaExtras - SB - KW - Store Spotlight - KW Exact - General IP Terms,USD,1,57,1.7544%,$0.72,$0.72,0,$0.0,,0.00,0.0000%
"Jul 17, 2022",ninja foodi accessories 8 qt,1,100.00%,ninja foodi accessories 8 qt,EXACT,InstaExtras - SB - KW - Store Spotlight - KW Exact - General IP Terms,USD,2,55,3.6364%,$2.03,$1.015,0,$0.0,,0.00,0.0000%
"Jul 17, 2022",springform cake pan,1,100.00%,springform cake pan,EXACT,Cakeware Pans - SB - KW - Store Spotlight - KW Exact - General V2,USD,1,50,2.0000%,$0.51,$0.51,0,$0.0,,0.00,0.0000%
"Jul 17, 2022",bleach tablets,5,6.49%,active washing machine tablets,BROAD,Washing Machine Cleaner - SB - KW - Main - KW Broad - Main (2),USD,1,48,2.0833%,$1.2,$1.2,0,$0.0,,0.00,0.0000%
"Jul 17, 2022",cake baking pans,1,80.00%,cake baking pans,EXACT,Cakeware Pans - SB - KW - Store Spotlight - KW Exact - General V2,USD,1,48,2.0833%,$0.91,$0.91,0,$0.0,,0.00,0.0000%
"Jul 17, 2022",lg washing machine tub cleaner,1,63.51%,lg washing machine tub cleaner,EXACT,Washing Machine Cleaner - SB - KW - Main - KW Exact - Main - Set 1,USD,1,47,2.1277%,$1.61,$1.61,0,$0.0,,0.00,0.0000%
"Jul 17, 2022",ninja foodi xl accessories,1,100.00%,ninja foodi xl accessories,EXACT,InstaExtras - SB - KW - Store Spotlight - KW Exact - General IP Terms,USD,1,47,2.1277%,$0.4,$0.4,0,$0.0,,0.00,0.0000%
"Jul 17, 2022",laundry cleaner for washer,1,71.93%,top load washing machine cleaner,BROAD,Washing Machine Cleaner - SB - KW - Main - KW Broad - Top Load,USD,1,41,2.4390%,$1.12,$1.12,0,$0.0,,0.00,0.0000%
"Jul 17, 2022",spring pan,1,100.00%,spring pan,EXACT,Cakeware Pans - SB - KW - Store Spotlight - KW Exact - General V2,USD,1,38,2.6316%,$0.57,$0.57,0,$0.0,,0.00,0.0000%
"Jul 17, 2022",instapot accessories 6 quart by instant pot,1,82.22%,instapot accessories 6 quart by instant pot,EXACT,InstaExtras - SB - KW - Store Spotlight - KW Exact - General IP Terms,USD,5,37,13.5135%,$2.65,$0.53,0,$0.0,,0.00,0.0000%
"Jul 17, 2022",3 qt instant pot accessories,1,100.00%,3 qt instant pot accessories,EXACT,InstaExtras - SB - KW - Store Spotlight - KW Exact - General IP Terms,USD,3,36,8.3333%,$1.95,$0.65,0,$0.0,,0.00,0.0000%
"Jul 17, 2022",active washing machine cleaner,2,3.00%,active washing machine cleaner,EXACT,Washing Machine Cleaner - SB - KW - Main - KW Exact - Main - Set 1,USD,4,34,11.7647%,$10.6,$2.65,2,$29.9,35.4515%,2.82,50.0000%
"Jul 17, 2022",washing machine tablets,1,100.00%,washing machine tablets,EXACT,Washing Machine Cleaner - SB - KW - Main - KW Exact - Main - Set 1,USD,1,30,3.3333%,$1.79,$1.79,1,$14.95,11.9732%,8.35,100.0000%
"Jul 17, 2022",splash spotless washing machine cleaner,2,4.30%,washing machine cleaner,BROAD,Washing Machine Cleaner - SB - KW - Main - KW Broad - Main (2),USD,1,24,4.1667%,$1.57,$1.57,0,$0.0,,0.00,0.0000%
"Jul 17, 2022",cheese cake pan,1,100.00%,cheese cake pan,EXACT,Cakeware Pans - SB - KW - Store Spotlight - KW Exact - General V2,USD,1,22,4.5455%,$0.64,$0.64,0,$0.0,,0.00,0.0000%
"Jul 17, 2022",wash machine cleaner tablets,1,100.00%,wash machine cleaner tablets,EXACT,Washing Machine Cleaner - SB - KW - Main - KW Exact - Main - Set 1,USD,2,20,10.0000%,$4.39,$2.195,1,$14.95,29.3645%,3.41,50.0000%
"Jul 17, 2022",instant pot accessory,1,70.37%,instant pot accessories,EXACT,InstaExtras - SB - KW - Store Spotlight - KW Exact - General IP Terms,USD,2,19,10.5263%,$1.03,$0.515,0,$0.0,,0.00,0.0000%
"Jul 17, 2022",washing machine cleaner top loading,1,100.00%,washing machine cleaner top loading,EXACT,Washing Machine Cleaner - SB - KW - Main - KW Exact - Top Load,USD,2,14,14.2857%,$3.18,$1.59,0,$0.0,,0.00,0.0000%
"Jul 17, 2022",small springform pan,1,100.00%,small springform pan,EXACT,Cakeware Pans - SB - KW - Store Spotlight - KW Exact - Specific V2,USD,1,13,7.6923%,$0.43,$0.43,1,$10.95,3.9269%,25.47,100.0000%
"Jul 17, 2022",top load washer cleaner,1,100.00%,top load washer cleaner,EXACT,Washing Machine Cleaner - SB - KW - Main - KW Exact - Top Load,USD,2,13,15.3846%,$2.48,$1.24,0,$0.0,,0.00,0.0000%
"Jul 17, 2022",cake pans for baking,1,100.00%,cake pan baking,EXACT,Cakeware Pans - SB - KW - Store Spotlight - KW Exact - General V2,USD,1,12,8.3333%,$0.56,$0.56,0,$0.0,,0.00,0.0000%
"Jul 17, 2022",instant pot 6 qt accessories,1,100.00%,instant pot 6 qt accessories,EXACT,InstaExtras - SB - KW - Store Spotlight - KW Exact - General IP Terms,USD,1,12,8.3333%,$0.92,$0.92,0,$0.0,,0.00,0.0000%
"Jul 17, 2022",6 quart instant pot accessories,2,25.00%,6 quart instant pot accessories,EXACT,InstaExtras - SB - KW - Store Spotlight - KW Exact - General IP Terms,USD,1,10,10.0000%,$0.82,$0.82,0,$0.0,,0.00,0.0000%
"Jul 17, 2022",cheesecake springform pan,1,100.00%,cheesecake springform pan,EXACT,Cakeware Pans - SB - KW - Store Spotlight - KW Exact - General V2,USD,1,10,10.0000%,$0.74,$0.74,0,$0.0,,0.00,0.0000%
"Jul 17, 2022",washing cleaner tablets,1,69.23%,washing cleaner tablets,EXACT,Washing Machine Cleaner - SB - KW - Main - KW Exact - Main - Set 2,USD,1,9,11.1111%,$2.31,$2.31,0,$0.0,,0.00,0.0000%
"Jul 17, 2022",accessories for instant pot 6 qt,1,100.00%,accessories for instant pot 6 qt,EXACT,InstaExtras - SB - KW - Store Spotlight - KW Exact - General IP Terms,USD,1,8,12.5000%,$0.83,$0.83,0,$0.0,,0.00,0.0000%
"Jul 17, 2022",springform pans 4 inch,1,100.00%,springform pan 4 inch,EXACT,Cakeware Pans - SB - KW - Store Spotlight - KW Exact - Specific V2,USD,1,8,12.5000%,$0.93,$0.93,0,$0.0,,0.00,0.0000%
"Jul 17, 2022",lg washing machine cleaner,1,100.00%,lg washing machine cleaner,EXACT,Washing Machine Cleaner - SB - KW - Main - KW Exact - Main - Set 1,USD,1,7,14.2857%,$2.41,$2.41,0,$0.0,,0.00,0.0000%
"Jul 17, 2022",silicone instant pot accessories,1,87.50%,silicone for instant pot accessories,EXACT,InstaExtras - SB - KW - Store Spotlight - KW Exact - General IP Terms,USD,1,7,14.2857%,$0.87,$0.87,0,$0.0,,0.00,0.0000%
"Jul 17, 2022",splash spotless tablets for washer,1,100.00%,washer+tablets,BROAD,Washing Machine Cleaner - SB - KW - Main - KW Broad - Main (2),USD,1,6,16.6667%,$0.83,$0.83,0,$0.0,,0.00,0.0000%
"Jul 17, 2022",baking pans cake,1,100.00%,baking pan cake,EXACT,Cakeware Pans - SB - KW - Store Spotlight - KW Exact - General V2,USD,1,5,20.0000%,$0.81,$0.81,0,$0.0,,0.00,0.0000%
"Jul 17, 2022",3 qt instapot accessories,1,50.00%,3 qt instapot accessories,EXACT,InstaExtras - SB - KW - Store Spotlight - KW Exact - General IP Terms,USD,1,4,25.0000%,$0.54,$0.54,0,$0.0,,0.00,0.0000%
"Jul 17, 2022",7 inch cheesecake pan,1,100.00%,7 inch cheesecake pan,EXACT,Cakeware Pans - SB - KW - Store Spotlight - KW Exact - Specific V2,USD,1,4,25.0000%,$0.4,$0.4,0,$0.0,,0.00,0.0000%
"Jul 17, 2022","7\"" springform pan",1,100.00%,7 springform pan,EXACT,Cakeware Pans - SB - KW - Store Spotlight - KW Exact - Specific V2,USD,2,4,50.0000%,$1.1,$0.55,1,$20.95,5.2506%,19.05,50.0000%
"Jul 17, 2022",active washing machine,1,100.00%,washing machine cleaner,BROAD,Washing Machine Cleaner - SB - KW - Main - KW Broad - Main (2),USD,2,4,50.0000%,$3.7,$1.85,1,$14.95,24.7492%,4.04,50.0000%
"Jul 17, 2022",cheesecake tin,1,100.00%,cheesecake tin,EXACT,Cakeware Pans - SB - KW - Store Spotlight - KW Exact - General V2,USD,1,4,25.0000%,$0.4,$0.4,0,$0.0,,0.00,0.0000%
"Jul 17, 2022",ge washer top loader cleaner and deodorizer,1,100.00%,top+loader+washer+cleaner,BROAD,Washing Machine Cleaner - SB - KW - Main - KW Broad - Top Load,USD,1,4,25.0000%,$0.45,$0.45,0,$0.0,,0.00,0.0000%
"Jul 17, 2022",deodorizer washer,1,100.00%,deodorizer for washer,EXACT,Washing Machine Cleaner - SB - KW - Main - KW Exact - Main - Set 2,USD,2,3,66.6667%,$1.54,$0.77,1,$14.95,10.3010%,9.71,50.0000%
"Jul 17, 2022",laundry cleaner for washing machine,1,100.00%,top load washing machine cleaner,BROAD,Washing Machine Cleaner - SB - KW - Main - KW Broad - Top Load,USD,1,3,33.3333%,$1.07,$1.07,1,$14.95,7.1572%,13.97,100.0000%
"Jul 17, 2022",mini springform pans 4 inch,1,100.00%,mini springform pan 4 inch,EXACT,Cakeware Pans - SB - KW - Store Spotlight - KW Exact - Specific V2,USD,1,3,33.3333%,$0.54,$0.54,0,$0.0,,0.00,0.0000%
"Jul 17, 2022",springform pans mini,1,100.00%,springform pan mini,EXACT,Cakeware Pans - SB - KW - Store Spotlight - KW Exact - Specific V2,USD,1,3,33.3333%,$0.52,$0.52,0,$0.0,,0.00,0.0000%
"Jul 17, 2022",washer limescale cleaner,1,100.00%,cleaner+washer,BROAD,Washing Machine Cleaner - SB - KW - Main - KW Broad - Main (2),USD,1,3,33.3333%,$0.83,$0.83,0,$0.0,,0.00,0.0000%
"Jul 17, 2022",washer tub cleaner top load,1,100.00%,washer tub cleaner top load,EXACT,Washing Machine Cleaner - SB - KW - Main - KW Exact - Top Load,USD,1,3,33.3333%,$0.4,$0.4,0,$0.0,,0.00,0.0000%
"Jul 17, 2022",action ve washer machine tablets,1,100.00%,washer+tablets,BROAD,Washing Machine Cleaner - SB - KW - Main - KW Broad - Main (2),USD,2,2,100.0000%,$1.94,$0.97,0,$0.0,,0.00,0.0000%
"Jul 17, 2022",cleaner for laundry machine,1,100.00%,wash machine cleaner tablets for high efficiency,BROAD,Washing Machine Cleaner - SB - KW - Main - KW Broad - HE (2),USD,1,2,50.0000%,$0.81,$0.81,0,$0.0,,0.00,0.0000%
"Jul 17, 2022",machines washing cleaner tablets,1,100.00%,washing+machine+tablet+cleaner,BROAD,Washing Machine Cleaner - SB - KW - Main - KW Broad - Main (2),USD,1,2,50.0000%,$0.83,$0.83,0,$0.0,,0.00,0.0000%
"Jul 17, 2022",silicone for instant pot accessories,1,100.00%,silicone for instant pot accessories,EXACT,InstaExtras - SB - KW - Store Spotlight - KW Exact - General IP Terms,USD,1,2,50.0000%,$0.99,$0.99,0,$0.0,,0.00,0.0000%
"Jul 17, 2022",silicone pressure cooker accessories,1,100.00%,silicone pressure cooker accessories,EXACT,InstaExtras - SB - KW - Store Spotlight - KW Exact - General IP Terms,USD,1,2,50.0000%,$0.44,$0.44,0,$0.0,,0.00,0.0000%
"Jul 17, 2022",top load wash machine cleaner,1,100.00%,top load wash machine cleaner,EXACT,Washing Machine Cleaner - SB - KW - Main - KW Exact - Top Load,USD,1,2,50.0000%,$0.4,$0.4,0,$0.0,,0.00,0.0000%
"Jul 17, 2022","washing machine cleaner, top load",1,100.00%,washing machine cleaner top load,EXACT,Washing Machine Cleaner - SB - KW - Main - KW Exact - Top Load,USD,1,2,50.0000%,$1.43,$1.43,0,$0.0,,0.00,0.0000%
"Jul 17, 2022",7 inch springform,1,100.00%,7 inch springform,EXACT,Cakeware Pans - SB - KW - Store Spotlight - KW Exact - Specific V2,USD,1,1,100.0000%,$0.4,$0.4,1,$10.95,3.6530%,27.38,100.0000%
"Jul 17, 2022",active machine washer cleaner,1,100.00%,active+washer+machine+cleaner,BROAD,Washing Machine Cleaner - SB - KW - Main - KW Broad - Main (2),USD,1,1,100.0000%,$1.14,$1.14,1,$15.95,7.1473%,13.99,100.0000%
"Jul 17, 2022",after washer cleaner,1,100.00%,cleaner+washer,BROAD,Washing Machine Cleaner - SB - KW - Main - KW Broad - Main (2),USD,1,1,100.0000%,$1.03,$1.03,1,$14.95,6.8896%,14.51,100.0000%
"Jul 17, 2022",cleaner for the rim of top loader washing machine,1,100.00%,washing+machine+cleaner+for+top+loader+washing+machine,BROAD,Washing Machine Cleaner - SB - KW - Main - KW Broad - Top Load,USD,1,1,100.0000%,$0.73,$0.73,0,$0.0,,0.00,0.0000%
"Jul 17, 2022",clothes washer drum cleaner,1,100.00%,clothes+washer+cleaner,BROAD,Washing Machine Cleaner - SB - KW - Main - KW Broad - Main (2),USD,1,1,100.0000%,$0.66,$0.66,0,$0.0,,0.00,0.0000%
"Jul 17, 2022",clothes washer tub cleaner,1,100.00%,clothes washer tub cleaner,EXACT,Washing Machine Cleaner - SB - KW - Main - KW Exact - Main - Set 2,USD,1,1,100.0000%,$1.62,$1.62,1,$14.95,10.8361%,9.23,100.0000%
"Jul 17, 2022",ge top loader washing machine cleaner,1,100.00%,washing+machine+cleaner+for+top+loader+washing+machine,BROAD,Washing Machine Cleaner - SB - KW - Main - KW Broad - Top Load,USD,1,1,100.0000%,$0.78,$0.78,1,$14.95,5.2174%,19.17,100.0000%
"Jul 17, 2022",springform pans 7 inch,1,100.00%,springform pan 7 inch,EXACT,Cakeware Pans - SB - KW - Store Spotlight - KW Exact - Specific V2,USD,1,1,100.0000%,$0.93,$0.93,0,$0.0,,0.00,0.0000%
"Jul 17, 2022",top load washer tablets cleaner,1,100.00%,washer+cleaner+tablets+for+top+load,BROAD,Washing Machine Cleaner - SB - KW - Main - KW Broad - Top Load,USD,1,1,100.0000%,$0.61,$0.61,1,$14.95,4.0803%,24.51,100.0000%
"Jul 17, 2022",washer machine cleaner wipes,1,100.00%,washer machine cleaner wipes,EXACT,Washing Machine Cleaner - SB - KW - Main - KW Exact - Main - Set 1,USD,1,1,100.0000%,$1.85,$1.85,0,$0.0,,0.00,0.0000%
"Jul 17, 2022",washing machine cleaner and wipes,1,100.00%,washing machine cleaner wipes,EXACT,Washing Machine Cleaner - SB - KW - Main - KW Exact - Main - Set 1,USD,1,1,100.0000%,$1.29,$1.29,0,$0.0,,0.00,0.0000%
"Jul 17, 2022",washing machine top load cleaner,1,100.00%,washing machine top load cleaner,EXACT,Washing Machine Cleaner - SB - KW - Main - KW Exact - Top Load,USD,1,1,100.0000%,$0.4,$0.4,1,$14.95,2.6756%,37.38,100.0000%
"Jul 18, 2022",instant pot accessories,2,39.93%,instant pot accessories,EXACT,InstaExtras - SB - KW - Store Spotlight - KW Exact - General IP Terms,USD,20,2145,0.9324%,$18.19,$0.9095,2,$30.94,58.7912%,1.70,10.0000%
"Jul 18, 2022",washing machine cleaner,2,10.58%,washing machine cleaners,EXACT,Washing Machine Cleaner - SB - KW - Main - KW Exact - Main - Set 1,USD,2,921,0.2172%,$5.77,$2.885,0,$0.0,,0.00,0.0000%
"Jul 18, 2022",cake pan,2,10.62%,cake pan,EXACT,Cakeware Pans - SB - KW - Store Spotlight - KW Exact - General V2,USD,7,522,1.3410%,$4.13,$0.59,1,$10.95,37.7169%,2.65,14.2857%
"Jul 18, 2022",active washing machine cleaner,2,36.90%,active washing machine cleaner,EXACT,Washing Machine Cleaner - SB - KW - Main - KW Exact - Main - Set 1,USD,2,521,0.3839%,$3.73,$1.865,0,$0.0,,0.00,0.0000%
"Jul 18, 2022",ninja foodi accessories,1,68.29%,ninja foodi accessories,EXACT,InstaExtras - SB - KW - Store Spotlight - KW Exact - General IP Terms,USD,7,295,2.3729%,$5.25,$0.75,0,$0.0,,0.00,0.0000%
"Jul 18, 2022",instapot accessory,1,56.08%,instapot and accessories,EXACT,InstaExtras - SB - KW - Store Spotlight - KW Exact - General IP Terms,USD,4,189,2.1164%,$2.96,$0.74,0,$0.0,,0.00,0.0000%
"Jul 18, 2022",springform pan 9 inch nonstick,1,100.00%,springform pan 9 inch nonstick,EXACT,Cakeware Pans - SB - KW - Store Spotlight - KW Exact - Specific V2,USD,2,173,1.1561%,$1.8,$0.9,1,$20.95,8.5919%,11.64,50.0000%
"Jul 18, 2022",springform pans,1,63.64%,springform pan,EXACT,Cakeware Pans - SB - KW - Store Spotlight - KW Exact - General V2,USD,4,98,4.0816%,$1.9,$0.475,0,$0.0,,0.00,0.0000%
"Jul 18, 2022",spring forms for baking,1,100.00%,spring form for baking,EXACT,Cakeware Pans - SB - KW - Store Spotlight - KW Exact - General V2,USD,2,95,2.1053%,$1.1,$0.55,0,$0.0,,0.00,0.0000%
"Jul 18, 2022",smash cake pans,1,100.00%,smash cake pan,EXACT,Cakeware Pans - SB - KW - Store Spotlight - KW Exact - Specific V2,USD,1,94,1.0638%,$0.51,$0.51,0,$0.0,,0.00,0.0000%
"Jul 18, 2022",round cake pans,2,42.86%,round cake pans,EXACT,Cakeware Pans - SB - KW - Store Spotlight - KW Exact - General V2,USD,1,78,1.2821%,$0.42,$0.42,0,$0.0,,0.00,0.0000%
"Jul 18, 2022",spring form pan,1,100.00%,spring form pan,EXACT,Cakeware Pans - SB - KW - Store Spotlight - KW Exact - General V2,USD,1,57,1.7544%,$0.56,$0.56,0,$0.0,,0.00,0.0000%
"Jul 18, 2022",cake baking pans,1,100.00%,cake baking pans,EXACT,Cakeware Pans - SB - KW - Store Spotlight - KW Exact - General V2,USD,1,54,1.8519%,$1.16,$1.16,0,$0.0,,0.00,0.0000%
"Jul 18, 2022",pressure cooker accessories,2,10.95%,pressure cooker accessories,EXACT,InstaExtras - SB - KW - Store Spotlight - KW Exact - General IP Terms,USD,2,53,3.7736%,$0.64,$0.32,0,$0.0,,0.00,0.0000%
"Jul 18, 2022",splash spotless for washer,2,45.88%,wash machine cleaner tablets for high efficiency,BROAD,Washing Machine Cleaner - SB - KW - Main - KW Broad - HE (2),USD,2,39,5.1282%,$2.0,$1.0,0,$0.0,,0.00,0.0000%
"Jul 18, 2022",springform cake pan,1,100.00%,springform cake pan,EXACT,Cakeware Pans - SB - KW - Store Spotlight - KW Exact - General V2,USD,1,39,2.5641%,$0.49,$0.49,0,$0.0,,0.00,0.0000%
"Jul 18, 2022",washing machine tablets,1,100.00%,washing machine tablets,EXACT,Washing Machine Cleaner - SB - KW - Main - KW Exact - Main - Set 1,USD,2,25,8.0000%,$3.55,$1.775,0,$0.0,,0.00,0.0000%
"Jul 18, 2022",instapot accessories 6 quart by instant pot,1,100.00%,instapot accessories 6 quart by instant pot,EXACT,InstaExtras - SB - KW - Store Spotlight - KW Exact - General IP Terms,USD,3,24,12.5000%,$1.45,$0.4833,0,$0.0,,0.00,0.0000%
"Jul 18, 2022",instant pot accessories 8 qt only,1,100.00%,instant pot accessories 8 qt only,EXACT,InstaExtras - SB - KW - Store Spotlight - KW Exact - General IP Terms,USD,1,23,4.3478%,$1.2,$1.2,0,$0.0,,0.00,0.0000%
"Jul 18, 2022",8qt instant pot accessories,1,100.00%,8qt instant pot accessories,EXACT,InstaExtras - SB - KW - Store Spotlight - KW Exact - General IP Terms,USD,1,17,5.8824%,$0.57,$0.57,0,$0.0,,0.00,0.0000%
"Jul 18, 2022",instant pot accessories 3 qt only,1,100.00%,instant pot accessories 3 qt only,EXACT,InstaExtras - SB - KW - Store Spotlight - KW Exact - General IP Terms,USD,1,16,6.2500%,$0.65,$0.65,0,$0.0,,0.00,0.0000%
"Jul 18, 2022",ninja foodi accessories 5 qt,1,100.00%,ninja foodi accessories 5 qt,EXACT,InstaExtras - SB - KW - Store Spotlight - KW Exact - General IP Terms,USD,1,16,6.2500%,$0.96,$0.96,0,$0.0,,0.00,0.0000%
"Jul 18, 2022",instant pot 6 qt accessories,1,100.00%,instant pot 6 qt accessories,EXACT,InstaExtras - SB - KW - Store Spotlight - KW Exact - General IP Terms,USD,1,15,6.6667%,$0.54,$0.54,0,$0.0,,0.00,0.0000%
"Jul 18, 2022",cleaning machine,1,100.00%,top load washing machine cleaner,BROAD,Washing Machine Cleaner - SB - KW - Main - KW Broad - Top Load,USD,1,13,7.6923%,$0.72,$0.72,0,$0.0,,0.00,0.0000%
"Jul 18, 2022",crockpot instant pot accessories,1,100.00%,crockpot instant pot accessories,EXACT,InstaExtras - SB - KW - Store Spotlight - KW Exact - General IP Terms,USD,1,13,7.6923%,$0.55,$0.55,2,$31.9,1.7241%,58.00,200.0000%
"Jul 18, 2022",instant pot 3 quart accessories,1,100.00%,instant pot 3 quart accessories,EXACT,InstaExtras - SB - KW - Store Spotlight - KW Exact - General IP Terms,USD,1,11,9.0909%,$0.65,$0.65,0,$0.0,,0.00,0.0000%
"Jul 18, 2022",cake bake,1,100.00%,cake bake,EXACT,Cakeware Pans - SB - KW - Store Spotlight - KW Exact - General V2,USD,3,8,37.5000%,$1.7,$0.5667,0,$0.0,,0.00,0.0000%
"Jul 18, 2022",instant pot official accessories,1,88.89%,instant pot official accessories,EXACT,InstaExtras - SB - KW - Store Spotlight - KW Exact - General IP Terms,USD,1,8,12.5000%,$0.4,$0.4,1,$12.95,3.0888%,32.38,100.0000%
"Jul 18, 2022",ninja foodi silicone accessories,1,100.00%,ninja foodi silicone accessories,EXACT,InstaExtras - SB - KW - Store Spotlight - KW Exact - General IP Terms,USD,1,8,12.5000%,$0.82,$0.82,0,$0.0,,0.00,0.0000%
"Jul 18, 2022",3 qt instapot accessories,1,100.00%,3 qt instapot accessories,EXACT,InstaExtras - SB - KW - Store Spotlight - KW Exact - General IP Terms,USD,1,7,14.2857%,$0.51,$0.51,0,$0.0,,0.00,0.0000%
"Jul 18, 2022",4 inch springform pans,1,100.00%,4 inch springform pans,EXACT,Cakeware Pans - SB - KW - Store Spotlight - KW Exact - Specific V2,USD,1,7,14.2857%,$0.73,$0.73,0,$0.0,,0.00,0.0000%
"Jul 18, 2022",laundry cleaner for washing machine,1,100.00%,top load washing machine cleaner,BROAD,Washing Machine Cleaner - SB - KW - Main - KW Broad - Top Load,USD,1,7,14.2857%,$1.09,$1.09,0,$0.0,,0.00,0.0000%
"Jul 18, 2022",ninja foodi op302 accessories,1,100.00%,ninja foodi op302 accessories,EXACT,InstaExtras - SB - KW - Store Spotlight - KW Exact - General IP Terms,USD,1,7,14.2857%,$0.4,$0.4,0,$0.0,,0.00,0.0000%
"Jul 18, 2022",top load washer cleaner,1,100.00%,top load washer cleaner,EXACT,Washing Machine Cleaner - SB - KW - Main - KW Exact - Top Load,USD,1,7,14.2857%,$1.22,$1.22,1,$14.95,8.1605%,12.25,100.0000%
"Jul 18, 2022",accessories for instant pot,1,75.00%,accessories to instant pot,EXACT,InstaExtras - SB - KW - Store Spotlight - KW Exact - General IP Terms,USD,1,6,16.6667%,$0.55,$0.55,0,$0.0,,0.00,0.0000%
"Jul 18, 2022",high efficiency washer cleaner,1,100.00%,high efficiency washer cleaner,EXACT,Washing Machine Cleaner - SB - KW - Main - KW Exact - HE (2),USD,1,6,16.6667%,$1.64,$1.64,0,$0.0,,0.00,0.0000%
"Jul 18, 2022",springform baking pan,1,100.00%,springform baking pans,EXACT,Cakeware Pans - SB - KW - Store Spotlight - KW Exact - General V2,USD,1,6,16.6667%,$0.4,$0.4,0,$0.0,,0.00,0.0000%
"Jul 18, 2022",washer machine cleaner,2,0.58%,washer machine cleaner,EXACT,Washing Machine Cleaner - SB - KW - Main - KW Exact - Main - Set 1,USD,1,6,16.6667%,$1.54,$1.54,0,$0.0,,0.00,0.0000%
