Start Date,End Date,Customer Search Term,Search Term Impression Rank,Search Term Impression Share,Targeting,Match Type,Portfolio name,Campaign Name,Ad Group Name,Currency,Clicks,Impressions,Click-Thru Rate (CTR),Spend,Cost Per Click (CPC),7 Day Total Orders (#),"7 Day Total Sales ","Total Advertising Cost of Sales (ACOS) ",Total Return on Advertising Spend (ROAS),7 Day Conversion Rate
"May 9, 2022","Jun 7, 2022",front load wash machine cleaner,1,50.00%,front load wash machine cleaner,EXACT,Washing Machine Cleaner,Washing Machine Cleaner - SP - KW - Main,Washing Machine Cleaner - SP - KW - Main - KW Exact - Set 1,USD,1,2,50.0000%,$1.25,$1.25,1,$14.95,8.3600%,11.96,100.0000%
"May 9, 2022","Jun 7, 2022",front load washer cleaner.,1,50.00%,front load washer cleaner,EXACT,Washing Machine Cleaner,Washing Machine Cleaner - SP - KW - Main,Washing Machine Cleaner - SP - KW - Main - KW Exact - Set 1,USD,1,2,50.0000%,$2.18,$2.18,1,$14.95,14.5800%,6.86,100.0000%
"May 9, 2022","Jun 7, 2022",front load washer cleaning kit,1,50.00%,front load washer cleaning kit,EXACT,Washing Machine Cleaner,Washing Machine Cleaner - SP - KW - Main,Washing Machine Cleaner - SP - KW - Main - KW Exact - Set 1,USD,1,2,50.0000%,$0.82,$0.82,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",front load washer cleaning tab,1,100.00%,front load washer cleaning tab,EXACT,Washing Machine Cleaner,Washing Machine Cleaner - SP - KW - Main,Washing Machine Cleaner - SP - KW - Main - KW Exact - Set 2,USD,1,2,50.0000%,$2.15,$2.15,1,$14.95,14.3800%,6.95,100.0000%
"May 9, 2022","Jun 7, 2022",front load washer clear fragrance,1,66.67%,*,-,Washing Machine Cleaner,Washing Machine Cleaner - SP - Auto - TOS,Washing Machine Cleaner - SP - Auto - TOS,USD,1,2,50.0000%,$0.23,$0.23,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",front load washer tablet,2,33.33%,front load washer tablet,EXACT,Washing Machine Cleaner,Washing Machine Cleaner - SP - KW - Main,Washing Machine Cleaner - SP - KW - Main - KW Exact - Set 2,USD,1,2,50.0000%,$1.96,$1.96,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",front load washing machine cleaning,1,100.00%,washing machine cleaning,BROAD,Washing Machine Cleaner,Washing Machine Cleaner - SP - KW - Main,Washing Machine Cleaner - SP - KW - Main - KW Broad,USD,1,2,50.0000%,$1.44,$1.44,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",front loader cleaner for mildew,1,50.00%,front loader cleaner,BROAD,Washing Machine Cleaner,Washing Machine Cleaner - SP - KW - Main,Washing Machine Cleaner - SP - KW - Main - KW Broad,USD,1,2,50.0000%,$1.87,$1.87,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",front loader cleaner fresh,1,100.00%,*,-,Washing Machine Cleaner,Washing Machine Cleaner - SP - Auto - TOS,Washing Machine Cleaner - SP - Auto - TOS,USD,2,2,100.0000%,$2.41,$1.205,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",front loader cleaner mold,1,100.00%,front loader cleaner,BROAD,Washing Machine Cleaner,Washing Machine Cleaner - SP - KW - Main,Washing Machine Cleaner - SP - KW - Main - KW Broad,USD,2,2,100.0000%,$2.2,$1.1,2,$29.9,7.3600%,13.59,100.0000%
"May 9, 2022","Jun 7, 2022",front loader descaler,1,50.00%,front loader descaler,EXACT,Washing Machine Cleaner,Washing Machine Cleaner - SP - KW - Main,Washing Machine Cleaner - SP - KW - Main - KW Exact - Set 3,USD,1,2,50.0000%,$0.53,$0.53,1,$14.95,3.5500%,28.21,100.0000%
"May 9, 2022","Jun 7, 2022",front loader machine cleaner,1,100.00%,*,-,Washing Machine Cleaner,Washing Machine Cleaner - SP - Auto - TOS,Washing Machine Cleaner - SP - Auto - TOS,USD,1,1,100.0000%,$1.13,$1.13,1,$14.95,7.5600%,13.23,100.0000%
"May 9, 2022","Jun 7, 2022",front loader machine cleaner,1,100.00%,front loader cleaner,BROAD,Washing Machine Cleaner,Washing Machine Cleaner - SP - KW - Main,Washing Machine Cleaner - SP - KW - Main - KW Broad,USD,1,1,100.0000%,$1.2,$1.2,2,$27.95,4.2900%,23.29,200.0000%
"May 9, 2022","Jun 7, 2022",front loader washer cleaner mold,4,11.76%,front loader washer cleaner mold,EXACT,Washing Machine Cleaner,Washing Machine Cleaner - SP - KW - Main,Washing Machine Cleaner - SP - KW - Main - KW Exact - Set 1,USD,2,2,100.0000%,$2.59,$1.295,1,$14.95,17.3200%,5.77,50.0000%
"May 9, 2022","Jun 7, 2022",front loader washing machine cleaning tablets,1,100.00%,front loader washing machine cleaning tablets,EXACT,Washing Machine Cleaner,Washing Machine Cleaner - SP - KW - Main,Washing Machine Cleaner - SP - KW - Main - KW Exact - Set 1,USD,1,2,50.0000%,$0.55,$0.55,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",front loader washing machine pods,1,100.00%,*,-,Washing Machine Cleaner,Washing Machine Cleaner - SP - Auto - TOS,Washing Machine Cleaner - SP - Auto - TOS,USD,2,2,100.0000%,$2.84,$1.42,1,$11.96,23.7500%,4.21,50.0000%
"May 9, 2022","Jun 7, 2022",front loading wash machine cleaner,2,40.00%,front loading wash machine cleaner,EXACT,Washing Machine Cleaner,Washing Machine Cleaner - SP - KW - Main,Washing Machine Cleaner - SP - KW - Main - KW Exact - Set 2,USD,1,2,50.0000%,$1.48,$1.48,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",front loading washing cleaner,1,100.00%,washing cleaner,BROAD,Washing Machine Cleaner,Washing Machine Cleaner - SP - KW - Main,Washing Machine Cleaner - SP - KW - Main - KW Broad,USD,1,2,50.0000%,$0.3,$0.3,1,$14.95,2.0100%,49.83,100.0000%
"May 9, 2022","Jun 7, 2022",front loading washing machine cleaning tablets,1,100.00%,front loading washing machine cleaning tablets,EXACT,Washing Machine Cleaner,Washing Machine Cleaner - SP - KW - Main,Washing Machine Cleaner - SP - KW - Main - KW Exact - Set 2,USD,1,2,50.0000%,$0.59,$0.59,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",front washer loader cleaner,1,100.00%,front loader washer cleaner,BROAD,Washing Machine Cleaner,Washing Machine Cleaner - SP - KW - Main,Washing Machine Cleaner - SP - KW - Main - KW Broad,USD,1,2,50.0000%,$1.68,$1.68,1,$14.95,11.2400%,8.90,100.0000%
"May 9, 2022","Jun 7, 2022",fruit veggie steamer,1,100.00%,steamer veggie,BROAD,Exp Steamer Basket,Exp Steamer Basket - SP - KW - Main,Exp Steamer Basket - SP - KW - Main - KW Broad,USD,2,2,100.0000%,$1.98,$0.99,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",gain all purpose cleaner,1,100.00%,*,-,Washing Machine Cleaner,Washing Machine Cleaner - SP - Auto - TOS,Washing Machine Cleaner - SP - Auto - TOS,USD,2,2,100.0000%,$1.87,$0.935,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",ge front washer cleaner,1,40.00%,washer cleaner,BROAD,Washing Machine Cleaner,Washing Machine Cleaner - SP - KW - Main,Washing Machine Cleaner - SP - KW - Main - KW Broad,USD,1,2,50.0000%,$1.83,$1.83,1,$14.95,12.2400%,8.17,100.0000%
"May 9, 2022","Jun 7, 2022",ge washer sanitizer,1,66.67%,*,-,Washing Machine Cleaner,Washing Machine Cleaner - SP - Auto - TOS,Washing Machine Cleaner - SP - Auto - TOS,USD,2,2,100.0000%,$3.5,$1.75,1,$14.95,23.4100%,4.27,50.0000%
"May 9, 2022","Jun 7, 2022",ge washer tablet,1,100.00%,washer tablets,BROAD,Washing Machine Cleaner,Washing Machine Cleaner - SP - KW - Main,Washing Machine Cleaner - SP - KW - Main - KW Broad,USD,1,2,50.0000%,$0.66,$0.66,1,$14.95,4.4100%,22.65,100.0000%
"May 9, 2022","Jun 7, 2022",ge washer tub cleaner,2,28.57%,ge washer tub cleaner,EXACT,Washing Machine Cleaner,Washing Machine Cleaner - SP - KW - Main,Washing Machine Cleaner - SP - KW - Main - KW Exact - Set 3,USD,2,2,100.0000%,$3.27,$1.635,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",ge washing machine tub cleaner,1,50.00%,tub washing machine cleaner,BROAD,Washing Machine Cleaner,Washing Machine Cleaner - SP - KW - Main,Washing Machine Cleaner - SP - KW - Main - KW Broad,USD,1,2,50.0000%,$1.68,$1.68,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",gear detergent,1,50.00%,gear detergent,EXACT,Active Detergent,Active Detergent - SP - KW - Main,Active Detergent - SP - KW - Main - KW Exact - Set 1,USD,2,2,100.0000%,$7.19,$3.595,1,$24.95,28.8200%,3.47,50.0000%
"May 9, 2022","Jun 7, 2022",glass cleaner tabs,3,6.06%,*,-,Washing Machine Cleaner,Washing Machine Cleaner - SP - Auto - TOS,Washing Machine Cleaner - SP - Auto - TOS,USD,1,2,50.0000%,$1.84,$1.84,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",glicen washer magic,1,100.00%,washer magic,BROAD,Washing Machine Cleaner,Washing Machine Cleaner - SP - KW - Comp,Washing Machine Cleaner - SP - KW - Comp - KW Broad,USD,1,2,50.0000%,$1.52,$1.52,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",glisten washing cleaner,1,50.00%,glisten washing cleaner,EXACT,Washing Machine Cleaner,Washing Machine Cleaner - SP - KW - Comp,Washing Machine Cleaner - SP - KW - Comp - KW Exact,USD,1,2,50.0000%,$1.04,$1.04,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",good grips stainless steamer with expandable handle,1,100.00%,steamer expandable,BROAD,Exp Steamer Basket,Exp Steamer Basket - SP - KW - Main,Exp Steamer Basket - SP - KW - Main - KW Broad,USD,1,2,50.0000%,$1.06,$1.06,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",grease remover from concrete,3,20.00%,*,-,Washing Machine Cleaner,Washing Machine Cleaner - SP - Auto - TOS,Washing Machine Cleaner - SP - Auto - TOS,USD,1,2,50.0000%,$1.84,$1.84,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",halo proactive sports wash,2,33.33%,sports wash,BROAD,Active Detergent,Active Detergent - SP - KW - Comp,Active Detergent - SP - KP - Comp - KW Broad,USD,1,2,50.0000%,$2.32,$2.32,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",hand wash clothing detergent,3,15.38%,*,-,Active Detergent,Active Detergent - SP - Auto - TOS - New,Active Detergent - SP - Auto - TOS - New,USD,1,2,50.0000%,$1.5,$1.5,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",hang wall shelves,1,66.67%,hang wall shelves,EXACT,Floating Shelves,Floating Shelves - SP - KW - Main,Floating Shelves - SP - KW - Main - KW Exact,USD,1,2,50.0000%,$1.69,$1.69,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",hanging shelf kids outdoor playhouse,1,66.67%,hanging shelf,BROAD,Floating Shelves,Floating Shelves - SP - KW - Main,Floating Shelves - SP - KW - Main - KW Broad,USD,1,2,50.0000%,$0.88,$0.88,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",hanging shelf without nails,1,40.00%,hanging shelf,BROAD,Floating Shelves,Floating Shelves - SP - KW - Main,Floating Shelves - SP - KW - Main - KW Broad,USD,1,2,50.0000%,$0.97,$0.97,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",hanging shelves dark brown brown,1,100.00%,dark brown shelf,BROAD,Floating Shelves,Floating Shelves - SP - KW - Main,Floating Shelves - SP - KW - Main - KW Broad,USD,1,2,50.0000%,$0.86,$0.86,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",hanging wood shelf,13,0.76%,hanging shelf,BROAD,Floating Shelves,Floating Shelves - SP - KW - Main,Floating Shelves - SP - KW - Main - KW Broad,USD,1,2,50.0000%,$0.72,$0.72,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",hard water cleaner for washing machine,1,50.00%,hard water cleaner for washing machine,EXACT,Washing Machine Cleaner,Washing Machine Cleaner - SP - KW - Main,Washing Machine Cleaner - SP - KW - Main - KW Exact - Set 2,USD,1,2,50.0000%,$1.14,$1.14,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",hard water treatment for washing machine,1,100.00%,hard water treatment washing machine,EXACT,Washing Machine Cleaner,Washing Machine Cleaner - SP - KW - Main,Washing Machine Cleaner - SP - KW - Main - KW Exact - Set 2,USD,1,2,50.0000%,$0.87,$0.87,1,$14.95,5.8200%,17.18,100.0000%
"May 9, 2022","Jun 7, 2022",he detergent sweat odor,1,100.00%,sweat detergent,BROAD,Active Detergent,Active Detergent - SP - KW - Main,Active Detergent - SP - KW - Main - KW Broad - Set 1,USD,1,2,50.0000%,$3.0,$3.0,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",he washing machine cleaning tablets for hard water,1,66.67%,washing machine cleaning tablets,BROAD,Washing Machine Cleaner,Washing Machine Cleaner - SP - KW - Main,Washing Machine Cleaner - SP - KW - Main - KW Broad,USD,1,2,50.0000%,$0.75,$0.75,1,$14.95,5.0200%,19.93,100.0000%
"May 9, 2022","Jun 7, 2022",he washing machine cleaning tablets septic safe,1,100.00%,washing machine cleaning tablets,BROAD,Washing Machine Cleaner,Washing Machine Cleaner - SP - KW - Main,Washing Machine Cleaner - SP - KW - Main - KW Broad,USD,1,2,50.0000%,$2.01,$2.01,1,$14.95,13.4400%,7.44,100.0000%
"May 9, 2022","Jun 7, 2022",heavy duty laundry machine cleaner,1,100.00%,heavy duty laundry machine cleaner,EXACT,Washing Machine Cleaner,Washing Machine Cleaner - SP - KW - Main,Washing Machine Cleaner - SP - KW - Main - KW Exact - Set 1,USD,1,2,50.0000%,$2.52,$2.52,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",heavy duty shelving wall mounted,22,0.18%,shelving wall mounted,BROAD,Floating Shelves,Floating Shelves - SP - KW - Main,Floating Shelves - SP - KW - Main - KW Broad,USD,1,2,50.0000%,$0.97,$0.97,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",heavy duty washer cleaner,1,100.00%,washer cleaner,BROAD,Washing Machine Cleaner,Washing Machine Cleaner - SP - KW - Main,Washing Machine Cleaner - SP - KW - Main - KW Broad,USD,2,2,100.0000%,$4.24,$2.12,2,$29.9,14.1800%,7.05,100.0000%
"May 9, 2022","Jun 7, 2022",heavy weight floating shelves,2,7.41%,floating shelfs,BROAD,Floating Shelves,Floating Shelves - SP - KW - Main,Floating Shelves - SP - KW - Main - KW Broad,USD,1,2,50.0000%,$0.72,$0.72,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",hex laundry detergent crisp linen,1,100.00%,hex laundry detergent,BROAD,Active Detergent,Active Detergent - SP - KW - Comp,Active Detergent - SP - KP - Comp - KW Broad,USD,1,2,50.0000%,$2.5,$2.5,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",high and mighty floating shelves 18,1,100.00%,floating shelf 18,BROAD,Floating Shelves,Floating Shelves - SP - KW - Main,Floating Shelves - SP - KW - Main - KW Broad,USD,1,2,50.0000%,$0.79,$0.79,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",high e washer cleaner,1,100.00%,washer cleaner,BROAD,Washing Machine Cleaner,Washing Machine Cleaner - SP - KW - Main,Washing Machine Cleaner - SP - KW - Main - KW Broad,USD,1,2,50.0000%,$0.82,$0.82,1,$14.95,5.4800%,18.23,100.0000%
"May 9, 2022","Jun 7, 2022",high mighty floating shelf,2,28.57%,floating shelfs,BROAD,Floating Shelves,Floating Shelves - SP - KW - Main,Floating Shelves - SP - KW - Main - KW Broad,USD,2,2,100.0000%,$1.76,$0.88,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",high planter stand,3,7.69%,high planter stands,EXACT,Plant Stands (Adjustable),Plant Stands - KW - Targeted,Plant Stand- KW - Targeted (Exact),USD,1,2,50.0000%,$0.93,$0.93,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",hillman fasteners modern float shelf,1,100.00%,modern shelves,BROAD,Floating Shelves,Floating Shelves - SP - KW - Main,Floating Shelves - SP - KW - Main - KW Broad,USD,1,2,50.0000%,$0.97,$0.97,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",homeasy cake pan springform,1,50.00%,cake pan springform,BROAD,Cakeware Pans,Cakeware Pans General - SP - KW - Main,Cakeware Pans General - SP - KW - Main - KW Broad,USD,1,2,50.0000%,$0.81,$0.81,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",horizontal wall shelf,5,0.35%,shelves for wall,BROAD,Floating Shelves,Floating Shelves - SP - KW - Main,Floating Shelves - SP - KW - Main - KW Broad,USD,1,2,50.0000%,$0.97,$0.97,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",household dishwasher cleaner,1,100.00%,household dishwasher cleaners,EXACT,Dishwasher Cleaner,Dishwasher Cleaner - SP - KW - Main,Dishwasher Cleaner - SP - KW - Main - KW Exact,USD,1,2,50.0000%,$2.12,$2.12,1,$15.95,13.2900%,7.52,100.0000%
"May 9, 2022","Jun 7, 2022",ie washer cleaner,1,100.00%,washer cleaner,BROAD,Washing Machine Cleaner,Washing Machine Cleaner - SP - KW - Main,Washing Machine Cleaner - SP - KW - Main - KW Broad,USD,1,2,50.0000%,$1.5,$1.5,1,$14.95,10.0300%,9.97,100.0000%
"May 9, 2022","Jun 7, 2022",ikea wall shelf unit,9,2.30%,wall shelves,BROAD,Floating Shelves,Floating Shelves - SP - KW - Main,Floating Shelves - SP - KW - Main - KW Broad,USD,1,2,50.0000%,$0.97,$0.97,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",in pot steamer,2,22.22%,pot steamer,EXACT,Exp Steamer Basket,Exp Steamer Basket - SP - KW - Main,Exp Steamer Basket - SP - KW - Main - KW Exact,USD,1,2,50.0000%,$0.15,$0.15,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",individual cake molds,5,3.70%,individual cake mold,PHRASE,Cakeware Pans,Cakeware Pans - SP - KW - Phrase,Cakeware Pans 4 Inch - SP - KW - Phrase - KW Phrase,USD,1,2,50.0000%,$0.74,$0.74,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",individual cheesecake pan,1,33.33%,individual cheesecake pans,EXACT,Cakeware Pans,Cakeware Pans 4 Inch - SP - KW - Main,Cakeware Pans 4 Inch - SP - KW - Main - KW Exact,USD,1,2,50.0000%,$0.45,$0.45,1,$37.9,1.1900%,84.22,100.0000%
"May 9, 2022","Jun 7, 2022",indoor plant stand 10 inch,1,100.00%,indoor plant stand 10 inch,EXACT,Plant Stands (Adjustable),Plant Stands - KW - Targeted,Plant Stand- KW - Targeted (Exact),USD,1,2,50.0000%,$1.58,$1.58,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",indoor planter mid century,6,0.19%,indoor planter mid century,EXACT,Plant Stands (Adjustable),Plant Stands - KW - Targeted,Plant Stand- KW - Targeted (Exact),USD,1,2,50.0000%,$0.33,$0.33,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",indoor pot stands,1,66.67%,indoor pot stand,EXACT,Plant Stands (Adjustable),Plant Stands - KW - Targeted,Plant Stand- KW - Targeted (Exact),USD,1,2,50.0000%,$1.63,$1.63,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",indoor tree stand,1,33.33%,indoor tree stand,EXACT,Plant Stands (Adjustable),Plant Stands - KW - Targeted,Plant Stand- KW - Targeted (Exact),USD,1,2,50.0000%,$1.03,$1.03,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",insta pot diverter,1,100.00%,insta pot diverter,EXACT,IP Steam Diverters,Steam Diverter LUX - SP - KW - Main,Steam Diverter LUX - SP - KW - Main - KW Exact,USD,1,2,50.0000%,$0.58,$0.58,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",instaextras accessories,1,100.00%,instaextras,BROAD,Silicone Bakeware Sling,Silicone Bakeware Sling - SP - KW - Main,Silicone Bakeware Sling - SP - KW - Main - KW Broad,USD,2,2,100.0000%,$2.03,$1.015,2,$27.94,7.2700%,13.76,100.0000%
"May 9, 2022","Jun 7, 2022",instant 3 qt sealing ring,1,100.00%,instant sealing rings 3 qt,BROAD,IP Sealing Ring,IP Sealing Ring 3 QT - SP - KW - Main,IP Sealing Ring 3 QT - SP - KW - Main - KW Broad,USD,1,2,50.0000%,$0.33,$0.33,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",instant pot 3 qt steam diverter,1,100.00%,steam diverter instant pot,BROAD,IP Steam Diverters,Steam Diverter LUX - SP - KW - Main,Steam Diverter LUX - SP - KW - Main - KW Broad,USD,1,2,50.0000%,$1.07,$1.07,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",instant pot 4 qt sealer ring,2,22.22%,instant pot rings,BROAD,IP Sealing Ring,IP Sealing Ring 3 QT - SP - KW - Main,IP Sealing Ring 3 QT - SP - KW - Main - KW Broad,USD,2,2,100.0000%,$2.39,$1.195,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",instant pot 6 qt silicone lid,2,40.00%,instant pot 6 qt silicone lid,EXACT,IP Lid,IP Lids 6 QT - SP - KW - Main,IP Lids 6 QT - SP - KW - Main - KW Exact - Set 1,USD,1,2,50.0000%,$1.13,$1.13,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",instant pot 6 qt steam diverter,1,100.00%,steam instant pot diverter,BROAD,IP Steam Diverters,Steam Diverter DUO - SP - KW - Main,Steam Diverter DUO - SP - KW - Main - KW Broad,USD,1,2,50.0000%,$0.48,$0.48,1,$9.95,4.8200%,20.73,100.0000%
"May 9, 2022","Jun 7, 2022",instant pot 6 quart duo plus accessories,2,28.57%,accessories for 6 quart instant pot,BROAD,IP Lid,IP Lids 6 QT - SP - KW - Main,IP Lids 6 QT - SP - KW - Main - KW Broad,USD,1,2,50.0000%,$0.5,$0.5,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",instant pot 6 quart steam release,1,100.00%,steam release instant pot,BROAD,IP Steam Diverters,Steam Diverter LUX - SP - KW - Main,Steam Diverter LUX - SP - KW - Main - KW Broad,USD,2,2,100.0000%,$2.26,$1.13,2,$19.9,11.3600%,8.81,100.0000%
"May 9, 2022","Jun 7, 2022",instant pot 8 quart lux steam diverter,1,100.00%,instant pot steam diverter 8 quart,BROAD,IP Steam Diverters,Steam Diverter LUX - SP - KW - Main,Steam Diverter LUX - SP - KW - Main - KW Broad,USD,2,2,100.0000%,$1.69,$0.845,1,$9.95,16.9800%,5.89,50.0000%
"May 9, 2022","Jun 7, 2022",instant pot 8 quart pro rubber ring replacement,1,100.00%,instant pot 8 quart replacement ring,BROAD,IP Sealing Ring,IP Sealing Ring 8 QT - SP - KW - Main,IP Sealing Ring 8 QT - SP - KW - Main - KW Broad,USD,1,2,50.0000%,$0.4,$0.4,1,$17.99,2.2200%,44.98,100.0000%
"May 9, 2022","Jun 7, 2022",instant pot 8 quart sealing rings,1,66.67%,instant pot 8 quart sealing ring,EXACT,IP Sealing Ring,IP Sealing Ring 8 QT - SP - KW - Main,IP Sealing Ring 8 QT - SP - KW - Main - KW Exact - Set 1,USD,1,2,50.0000%,$1.05,$1.05,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",instant pot 8 quart steam valve,1,100.00%,steam valve instant pot,BROAD,IP Steam Diverters,Steam Diverter LUX - SP - KW - Main,Steam Diverter LUX - SP - KW - Main - KW Broad,USD,1,2,50.0000%,$0.73,$0.73,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",instant pot 8 quart storage lid,1,100.00%,instant pot lid 8 quart,BROAD,IP Lid,IP Lids 8 QT - SP - KW - Main,IP Lids 8 QT - SP - KW - Main - KW Broad,USD,1,2,50.0000%,$1.01,$1.01,1,$13.99,7.2200%,13.85,100.0000%
"May 9, 2022","Jun 7, 2022",instant pot accessories 6 qt only silicone,2,33.33%,instant pot accessories 6 qt only silicone,EXACT,Silicone Bakeware Sling,Silicone Bakeware Sling - SP - KW - Main,Silicone Bakeware Sling - SP - KW - Main - KW Exact,USD,1,2,50.0000%,$0.45,$0.45,1,$13.95,3.2300%,31.00,100.0000%
"May 9, 2022","Jun 7, 2022",instant pot accessories 6 quart,9,2.38%,instant pot accessories 6 quart,EXACT,IP Steam Diverters,Steam Diverter LUX - SP - KW - Main,Steam Diverter LUX - SP - KW - Main - KW Exact,USD,1,2,50.0000%,$1.95,$1.95,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",instant pot accessories basket,6,2.08%,instant pot accessories basket,EXACT,Silicone Steamer Basket,Silicone Steamer Basket - SP - KW - Main,Silicone Steamer Basket - SP - KW - Main - KW Exact,USD,1,2,50.0000%,$0.34,$0.34,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",instant pot accessories cheesecake pan,1,100.00%,instant pot accessories cheesecake pan,EXACT,Cakeware Pans,Cakeware Pans 7 Inch - SP - KW - Main,Cakeware Pans 7 Inch - SP - KW - Main - KW Exact,USD,1,2,50.0000%,$1.05,$1.05,1,$10.95,9.5900%,10.43,100.0000%
"May 9, 2022","Jun 7, 2022",instant pot accessories oxo,2,40.00%,instant pot accessories oxo,EXACT,Silicone Roasting Rack,Silicone Roasting Rack - SP - KW - Main,Silicone Roasting Rack - SP - KW - Main - KW Exact,USD,1,2,50.0000%,$0.59,$0.59,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",instant pot accessory 6 qt,3,8.00%,instant pot accessories 6 qt,EXACT,Silicone Steamer Basket,Silicone Steamer Basket - SP - KW - Main,Silicone Steamer Basket - SP - KW - Main - KW Exact,USD,1,2,50.0000%,$0.35,$0.35,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",instant pot cake,2,5.26%,instant pot cake,EXACT,Cakeware Pans,Cakeware Pans 7 Inch - SP - KW - Main,Cakeware Pans 7 Inch - SP - KW - Main - KW Exact,USD,1,2,50.0000%,$0.42,$0.42,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",instant pot cake pan 6 qt,1,100.00%,instant pot cake pan 6 qt,EXACT,Cakeware Pans,Cakeware Pans 7 Inch - SP - KW - Main,Cakeware Pans 7 Inch - SP - KW - Main - KW Exact,USD,1,2,50.0000%,$1.85,$1.85,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",instant pot diffuser,1,33.33%,instant pot diffuser,EXACT,IP Steam Diverters,Steam Diverter DUO - SP - KW - Main,Steam Diverter DUO - SP - KW - Main - KW Exact,USD,1,2,50.0000%,$0.22,$0.22,1,$19.9,1.1100%,90.45,100.0000%
"May 9, 2022","Jun 7, 2022",instant pot duo crisp lid,1,100.00%,lid for instant pot duo,BROAD,IP Lid,IP Lids 6 QT - SP - KW - Main,IP Lids 6 QT - SP - KW - Main - KW Broad,USD,1,2,50.0000%,$1.31,$1.31,0,$0.0,,0.00,0.0000%
